1 , NaN 
2 , 1.0 
3 , 2.0 
4 , 2.0 
5 , 3.0 
6 , 2.0 
7 , 3.0 
8 , 3.0 
9 , 4.0 
10 , 3.0 
11 , 3.0 
12 , 4.0 
13 , 4.0 
14 , 4.0 
15 , 4.0 
16 , 4.0 
17 , 4.0 
18 , 4.0 
19 , 4.0 
20 , 4.0 
21 , 4.0 
22 , 4.0 
23 , 5.0 
24 , 5.0 
25 , 5.0 
26 , 5.0 
27 , 4.5 
28 , 5.0 
29 , 5.0 
30 , 5.0 
31 , 5.0 
32 , 5.0 
33 , 5.0 
34 , 5.0 
35 , 5.0 
36 , 5.0 
37 , 4.5 
38 , 5.0 
39 , 5.0 
40 , 6.0 
41 , 5.0 
42 , 6.0 
43 , 5.0 
44 , 4.666666666666667 
45 , 5.0 
46 , 6.0 
47 , 6.0 
48 , 5.5 
49 , 5.5 
50 , 3.75 
51 , 6.0 
52 , 6.0 
53 , 6.0 
54 , 6.0 
55 , 5.0 
56 , 5.0 
57 , 6.0 
58 , 6.0 
59 , 6.0 
60 , 6.0 
61 , 5.0 
62 , 5.0 
63 , 6.0 
64 , 6.0 
65 , 6.0 
66 , 6.0 
67 , 5.5 
68 , 6.0 
69 , 6.0 
70 , 6.0 
71 , 5.5 
72 , 6.0 
73 , 6.0 
74 , 6.0 
75 , 6.0 
76 , 7.0 
77 , 7.0 
78 , 5.5 
79 , 5.5 
80 , 7.0 
81 , 6.0 
82 , 6.0 
83 , 6.0 
84 , 7.0 
85 , 6.5 
86 , 7.0 
87 , 6.0 
88 , 6.0 
89 , 7.0 
90 , 6.5 
91 , 7.0 
92 , 7.0 
93 , 7.0 
94 , 6.5 
95 , 6.0 
96 , 6.0 
97 , 6.5 
98 , 6.0 
99 , 6.5 
100 , 7.0 
101 , 7.0 
102 , 7.0 
103 , 7.0 
104 , 7.0 
105 , 7.0 
106 , 7.0 
107 , 7.0 
108 , 5.666666666666667 
109 , 6.5 
110 , 7.0 
111 , 5.666666666666667 
112 , 7.0 
113 , 7.0 
114 , 3.5 
115 , 7.0 
116 , 7.0 
117 , 7.0 
118 , 6.5 
119 , 7.0 
120 , 6.5 
121 , 7.0 
122 , 7.0 
123 , 7.0 
124 , 7.0 
125 , 6.666666666666667 
126 , 6.333333333333333 
127 , 6.8 
128 , 6.5 
129 , 6.0 
130 , 6.5 
131 , 7.0 
132 , 6.5 
133 , 6.0 
134 , 7.0 
135 , 6.166666666666667 
136 , 8.0 
137 , 7.0 
138 , 7.0 
139 , 7.0 
140 , 7.0 
141 , 7.0 
142 , 7.0 
143 , 5.6 
144 , 7.0 
145 , 7.333333333333333 
146 , 8.0 
147 , 6.0 
148 , 7.0 
149 , 7.0 
150 , 7.0 
151 , 7.0 
152 , 7.0 
153 , 7.0 
154 , 7.0 
155 , 8.0 
156 , 7.0 
157 , 7.0 
158 , 7.5 
